num_qubits,noise_level,attack_probability,qber,sifted_key_length,eve_qber_contribution,label
1708,0.109281,0.205783,0.126367,823,0.053513,0
790,0.049428,0.505975,0.141772,395,0.10882,1
1963,0.001179,0.998266,0.264794,997,0.264009,1
130,0.127517,0.301807,0.180328,61,0.095316,1
996,0.123374,0.108428,0.129787,470,0.047538,0
1978,0.044124,0.111553,0.051961,1020,0.022545,0
621,0.115814,0.321798,0.154303,337,0.077093,1
1113,0.004723,0.570736,0.170642,545,0.167493,1
945,0.080968,0.130469,0.077244,479,0.023266,0
848,0.147238,0.754026,0.24594,431,0.147781,1
1559,0.118272,0.939611,0.262211,778,0.183363,1
1086,0.086334,0.991945,0.289753,566,0.232196,1
1457,0.054873,0.550002,0.185915,710,0.149333,1
1088,0.110301,0.099792,0.090211,521,0.016677,0
1996,0.146311,0.83346,0.294294,999,0.196753,1
993,0.028818,0.869857,0.240631,507,0.221419,1
1613,0.00743,0.28815,0.060179,781,0.055226,0
1265,0.05659,0.588159,0.154079,662,0.116352,1
1623,0.077531,0.308562,0.129227,828,0.07754,1
1783,0.036783,0.686427,0.208972,914,0.18445,1
530,0.092484,0.760494,0.263345,281,0.201689,1
673,0.04588,0.340328,0.115044,339,0.084457,1
673,0.147288,0.020411,0.082067,329,0,0
1025,0.039802,0.398396,0.115914,509,0.089379,1
1035,0.120447,0.218418,0.110454,507,0.030156,0
106,0.144696,0.419053,0.153846,52,0.057382,1
1802,0.074932,0.982431,0.283937,884,0.233982,1
1734,0.029888,0.033285,0.03341,868,0.013485,0
1242,0.133557,0.332131,0.17609,619,0.087052,1
681,0.060351,0.498482,0.182825,361,0.142591,1
1671,0.081619,0.479314,0.165848,814,0.111435,1
615,0.007356,0.209395,0.065217,322,0.060313,0
681,0.052216,0.772359,0.22561,328,0.190799,1
1996,0.083393,0.293425,0.123711,970,0.068116,0
1856,0.103948,0.168986,0.103376,948,0.034077,0
1210,0.142672,0.856344,0.321543,622,0.226429,1
421,0.087524,0.801224,0.191781,219,0.133431,1
333,0.04071,0.566637,0.171598,169,0.144458,1
1933,0.083575,0.223691,0.101765,963,0.046048,0
604,0.010638,0.946242,0.224913,289,0.217821,1
1395,0.022215,0.279685,0.089041,730,0.074231,0
771,0.052776,0.48319,0.186398,397,0.151214,1
1044,0.003339,0.900445,0.19697,528,0.194744,1
1974,0.011299,0.759452,0.185885,1006,0.178352,1
1227,0.001101,0.480346,0.15604,596,0.155306,1
918,0.027268,0.452802,0.126697,442,0.108518,1
890,0.123831,0.291395,0.12854,459,0.045986,0
537,0.052711,0.792719,0.205776,277,0.170636,1
1157,0.135368,0.946597,0.293015,587,0.20277,1
1183,0.132741,0.862299,0.315884,554,0.227391,1
280,0.129518,0.451005,0.144828,145,0.058482,1
869,0.03178,0.964315,0.289786,421,0.268599,1
1325,0.051359,0.013335,0.035346,679,0.001107,0
204,0.070249,0.31854,0.085106,94,0.038273,1
1955,0.064739,0.793401,0.231313,990,0.188154,1
1736,0.011985,0.958912,0.241771,881,0.233781,1
1310,0.035833,0.967533,0.287462,654,0.263573,1
129,0.093033,0.509562,0.191176,68,0.129155,1
1084,0.101481,0.951274,0.296364,550,0.22871,1
1808,0.054698,0.604783,0.169811,901,0.133346,1
143,0.044549,0.738824,0.205479,73,0.17578,1
1605,0.08791,0.549744,0.159204,804,0.100597,1
1695,0.09952,0.29118,0.131108,839,0.064762,0
244,0.106648,0.182148,0.086957,115,0.015858,0
537,0.121644,0.64563,0.225926,270,0.14483,1
1475,0.087581,0.865575,0.211326,724,0.152938,1
1832,0.056831,0.615196,0.191351,925,0.153464,1
1565,0.052183,0.578031,0.164524,778,0.129735,1
1099,0.005151,0.428727,0.106306,555,0.102872,1
1244,0.062454,0.372593,0.121019,628,0.079383,1
1097,0.130317,0.927299,0.297794,544,0.210916,1
1198,0.094149,0.06899,0.085616,584,0.02285,0
1564,0.08896,0.569899,0.189922,774,0.130616,1
194,0.033572,0.143904,0.031915,94,0.009534,0
498,0.089412,0.576783,0.214592,233,0.154984,1
213,0.027062,0.353022,0.088235,102,0.070194,1
1613,0.051153,0.097902,0.059683,821,0.025581,0
1482,0.087673,0.058628,0.071823,724,0.013374,0
200,0.006807,0.796048,0.164948,97,0.16041,1
300,0.046712,0.043053,0.090323,155,0.059181,0
603,0.013279,0.974034,0.271875,320,0.263023,1
559,0.024593,0.323165,0.102649,302,0.086254,1
1087,0.052822,0.979408,0.250464,539,0.215249,1
1048,0.103923,0.403881,0.165756,549,0.096474,1
779,0.040114,0.793518,0.186667,375,0.159924,1
412,0.003012,0.174583,0.040404,198,0.038396,0
1334,0.059858,0.202819,0.074809,655,0.034904,0
1601,0.033153,0.614505,0.189086,788,0.166984,1
1317,0.116742,0.945827,0.291159,656,0.21333,1
1634,0.123295,0.904733,0.275093,807,0.192896,1
1837,0.100646,0.76349,0.245484,941,0.178386,1
1700,0.091949,0.805164,0.252101,833,0.190802,1
1338,0.109594,0.997812,0.328808,663,0.255746,1
194,0.056398,0.759692,0.25,100,0.212401,1
735,0.097672,0.382368,0.167116,371,0.102001,1
913,0.062959,0.327764,0.156818,440,0.114845,1
1454,0.064474,0.501422,0.159618,733,0.116635,1
1709,0.11831,0.936817,0.318182,814,0.239309,1
1317,0.118662,0.015808,0.072289,664,0,0
790,0.060067,0.92299,0.270557,377,0.230512,1
1597,0.140573,0.928281,0.319857,841,0.226142,1
1422,0.081231,0.12284,0.054834,693,0.00068,0
1617,0.073076,0.026942,0.044192,792,0,0
1220,0.075232,0.613188,0.191693,626,0.141539,1
1329,0.116905,0.067708,0.098097,683,0.02016,0
760,0.145131,0.732308,0.249364,393,0.15261,1
860,0.103509,0.360473,0.152968,438,0.083962,1
625,0.051193,0.294302,0.126246,301,0.092117,0
588,0.07752,0.256555,0.112676,284,0.060996,0
1340,0.046081,0.833465,0.230655,672,0.199934,1
829,0.098052,0.938969,0.28744,414,0.222072,1
354,0.149883,0.092277,0.114286,175,0.014364,0
166,0.129741,0.128194,0.142857,77,0.056363,0
1735,0.070912,0.728214,0.241706,844,0.194432,1
927,0.051328,0.915969,0.255507,454,0.221288,1
1195,0.06791,0.926533,0.264706,612,0.219432,1
1820,0.047436,0.875502,0.228477,906,0.196853,1
311,0.148745,0.395911,0.228758,153,0.129595,1
1881,0.030286,0.014032,0.021944,957,0.001753,0
1437,0.121464,0.007107,0.090909,682,0.009933,0
1316,0.062152,0.00461,0.05165,697,0.010215,0
919,0.097752,0.507731,0.15735,483,0.092182,1
1442,0.138424,0.290272,0.167388,693,0.075105,0
487,0.088813,0.977281,0.296748,246,0.237539,1
674,0.092525,0.644442,0.201893,317,0.14021,1
1926,0.005401,0.823687,0.22334,994,0.219739,1
624,0.019324,0.9032,0.246106,321,0.233223,1
1468,0.081077,0.376619,0.127321,754,0.073269,1
1868,0.055597,0.116101,0.064906,909,0.027842,0
1227,0.091371,0.025539,0.071207,646,0.010294,0
665,0.057637,0.808093,0.242038,314,0.203614,1
1713,0.026244,0.030085,0.023973,876,0.006476,0
1670,0.119514,0.56698,0.207317,820,0.127641,1
1133,0.126771,0.524444,0.20794,529,0.123425,1
318,0.145205,0.498048,0.2,170,0.103197,1
939,0.030109,0.9706,0.285408,466,0.265335,1
920,0.04672,0.099039,0.041758,455,0.010612,0
460,0.042119,0.611565,0.217021,235,0.188942,1
864,0.139517,0.180381,0.14561,467,0.052599,0
391,0.089611,0.112171,0.121212,198,0.061471,0
1416,0.138365,0.619059,0.248908,687,0.156665,1
921,0.13355,0.428621,0.177384,451,0.08835,1
1488,0.036793,0.058787,0.044118,748,0.019589,0
966,0.064174,0.589622,0.239351,493,0.196568,1
1456,0.062043,0.974265,0.259684,697,0.218322,1
1494,0.073035,0.010916,0.043883,752,0,0
404,0.149655,0.299327,0.163462,208,0.063692,0
940,0.026066,0.686321,0.193548,465,0.176171,1
1525,0.115866,0.829031,0.262252,755,0.185008,1
1227,0.034144,0.563738,0.160066,606,0.137304,1
521,0.110908,0.363498,0.164286,280,0.090347,1
1682,0.030407,0.156343,0.051181,762,0.03091,0
480,0.079063,0.16258,0.079051,253,0.026343,0
1988,0.100166,0.946282,0.272994,1022,0.206217,1
1443,0.064782,0.00607,0.04507,710,0.001883,0
713,0.144924,0.661667,0.230548,347,0.133931,1
469,0.105832,0.569323,0.221239,226,0.150684,1
1814,0.023599,0.76744,0.218515,929,0.202782,1
1095,0.055821,0.131055,0.06203,532,0.024816,0
1632,0.047098,0.614637,0.190647,834,0.159249,1
1681,0.044325,0.613282,0.20024,834,0.17069,1
229,0.031763,0.831059,0.246032,126,0.224857,1
1399,0.027858,0.999004,0.241283,717,0.222711,1
735,0.130524,0.678339,0.225806,372,0.13879,1
1825,0.1484,0.643301,0.241567,919,0.142633,1
516,0.024004,0.185461,0.057471,261,0.041468,0
163,0.118689,0.473993,0.219512,82,0.140386,1
1362,0.034132,0.755781,0.215116,688,0.192361,1
1149,0.07825,0.954677,0.293333,600,0.241166,1
1155,0.02957,0.205734,0.075503,596,0.05579,0
600,0.040667,0.054124,0.036304,303,0.009193,0
1040,0.061604,0.76778,0.241187,539,0.200118,1
1932,0.105757,0.156077,0.115466,944,0.044962,0
1551,0.071105,0.654641,0.193421,760,0.146018,1
1972,0.121508,0.242964,0.119718,994,0.038713,0
733,0.014489,0.948761,0.242165,351,0.232506,1
1754,0.085777,0.820754,0.256381,862,0.199196,1
827,0.016006,0.593359,0.174528,424,0.163858,1
1878,0.01767,0.109179,0.04661,944,0.03483,0
1745,0.046336,0.591289,0.175281,890,0.144391,1
412,0.015747,0.042204,0.015,200,0.004502,0
1948,0.116319,0.081843,0.098101,948,0.020555,0
1254,0.076109,0.6953,0.196672,661,0.145933,1
1575,0.096683,0.151074,0.092208,770,0.027752,0
1200,0.008439,0.083856,0.025554,587,0.019927,0
512,0.033721,0.448151,0.120155,258,0.097674,1
1972,0.078494,0.984697,0.285141,996,0.232811,1
314,0.012302,0.750109,0.17931,145,0.171109,1
1637,0.024088,0.508028,0.153121,849,0.137063,1
497,0.003282,0.169858,0.035857,251,0.033668,0
1593,0.136723,0.239735,0.136364,814,0.045215,0
903,0.064686,0.807166,0.24537,432,0.202246,1
549,0.006753,0.060973,0.014286,280,0.009784,0
549,0.069074,0.564359,0.203252,246,0.157203,1
707,0.133132,0.906039,0.346369,358,0.257614,1
1812,0.028492,0.452888,0.137405,917,0.11841,1
1562,0.03568,0.932859,0.277852,745,0.254066,1
1375,0.147335,0.736861,0.261682,749,0.163459,1
1297,0.128086,0.700861,0.230769,650,0.145378,1
892,0.082279,0.419044,0.165899,434,0.111046,1
1813,0.027902,0.172261,0.07234,940,0.053739,0
620,0.032929,0.236946,0.068966,319,0.047013,0
1892,0.129219,0.157296,0.111111,954,0.024965,0
823,0.10133,0.723846,0.244944,445,0.17739,1
749,0.052642,0.589638,0.169312,378,0.134218,1
1004,0.003895,0.595193,0.171079,491,0.168483,1
1522,0.020403,0.324913,0.084833,778,0.071231,1
1456,0.109384,0.242587,0.127424,722,0.054501,0
1557,0.097312,0.76474,0.247148,789,0.182273,1
269,0.053817,0.233193,0.084615,130,0.048737,0
406,0.088794,0.110313,0.082524,206,0.023328,0
1713,0.113268,0.476988,0.192494,826,0.116982,1
1964,0.096574,0.72103,0.257261,964,0.192879,1
342,0.035927,0.017141,0.026667,150,0.002716,0
1818,0.142726,0.259162,0.13951,939,0.04436,0
598,0.003544,0.667861,0.136223,323,0.13386,1
1961,0.083441,0.408703,0.149003,953,0.093376,1
1988,0.033496,0.002644,0.015773,951,0,0
1310,0.106128,0.704345,0.202194,638,0.131442,1
461,0.084271,0.205564,0.150862,232,0.094682,0
1598,0.029355,0.273364,0.078554,802,0.058983,0
292,0.075883,0.496281,0.212329,146,0.16174,1
735,0.077961,0.910947,0.277487,382,0.225513,1
1313,0.063045,0.433939,0.132219,658,0.090189,1
228,0.006326,0.070067,0.02,100,0.015783,0
847,0.031017,0.442014,0.167866,417,0.147188,1
1615,0.145322,0.366135,0.168689,824,0.071808,1
274,0.028274,0.116528,0.077465,142,0.058616,0
797,0.068814,0.15351,0.09375,416,0.047874,0
107,0.044106,0.599542,0.137931,58,0.108527,1
1351,0.113527,0.980906,0.308116,727,0.232431,1
250,0.086713,0.884641,0.196721,122,0.138912,1
634,0.107311,0.830855,0.290429,303,0.218888,1
1093,0.095547,0.243938,0.103896,539,0.040198,0
507,0.075555,0.583351,0.184739,249,0.134369,1
538,0.144093,0.143269,0.114815,270,0.018753,0
1687,0.105477,0.431653,0.179678,807,0.109359,1
1578,0.103324,0.734693,0.233121,785,0.164238,1
253,0.103572,0.217051,0.078125,128,0.009077,0
1730,0.070019,0.858273,0.253801,855,0.207122,1
990,0.096403,0.735412,0.255361,513,0.191092,1
375,0.090676,0.666044,0.271676,173,0.211226,1
1823,0.133244,0.88506,0.28304,908,0.194211,1
740,0.146828,0.273778,0.162602,369,0.064717,0
719,0.072456,0.944026,0.254743,369,0.206439,1
378,0.090124,0.392291,0.147541,183,0.087459,1
1784,0.04354,0.400222,0.143965,903,0.114938,1
645,0.126815,0.821791,0.230321,343,0.145777,1
1226,0.106602,0.858493,0.245315,587,0.174247,1
554,0.138598,0.716372,0.310714,280,0.218316,1
1802,0.090751,0.392152,0.140331,905,0.079831,1
1595,0.106298,0.891005,0.291237,776,0.220372,1
1056,0.014272,0.784643,0.188679,530,0.179165,1
756,0.091009,0.438049,0.141414,396,0.080741,1
1345,0.056518,0.385015,0.128244,655,0.090566,1
1042,0.076214,0.515272,0.175472,530,0.124662,1
1888,0.048986,0.882214,0.237624,909,0.204967,1
1381,0.043087,0.828531,0.235474,654,0.206749,1
151,0.123108,0.042984,0.105263,76,0.023191,0
1663,0.083643,0.685534,0.216531,859,0.160769,1
466,0.037982,0.496609,0.120332,241,0.095011,1
672,0.115007,0.142661,0.12,350,0.043329,0
928,0.01122,0.00933,0.01217,493,0.00469,0
497,0.043973,0.423347,0.1417,247,0.112385,1
1891,0.050446,0.235869,0.090234,942,0.056603,0
1960,0.026638,0.247363,0.06599,985,0.048231,0
395,0.126404,0.618939,0.26455,189,0.180281,1
708,0.101085,0.49964,0.172205,331,0.104816,1
804,0.100546,0.210089,0.105128,390,0.038098,0
1375,0.088906,0.897131,0.259312,698,0.200042,1
1236,0.056744,0.502674,0.160473,592,0.122644,1
1388,0.098852,0.107637,0.074605,697,0.008704,0
159,0.110443,0.195145,0.146667,75,0.073038,0
1077,0.080772,0.970588,0.242593,540,0.188744,1
500,0.070608,0.476518,0.166667,246,0.119594,1
534,0.033529,0.740346,0.191406,256,0.169054,1
1572,0.0126,0.997417,0.257853,764,0.249454,1
368,0.006195,0.329364,0.065657,198,0.061526,1
159,0.107137,0.02999,0.028169,71,0,0
1025,0.052297,0.59622,0.18146,507,0.146595,1
1498,0.106261,0.023386,0.072874,741,0.002034,0
1071,0.076186,0.392762,0.126786,560,0.075995,1
406,0.067033,0.194629,0.085106,188,0.040418,0
1570,0.094339,0.865598,0.266325,781,0.203433,1
825,0.027489,0.081238,0.03632,413,0.017994,0
1449,0.14695,0.875108,0.293706,715,0.19574,1
484,0.049534,0.423487,0.111111,225,0.078088,1
1833,0.115378,0.471819,0.195676,925,0.118757,1
639,0.03718,0.023604,0.027692,325,0.002906,0
1945,0.07019,0.719352,0.232303,1003,0.18551,1
817,0.074896,0.702972,0.211443,402,0.161512,1
1483,0.045999,0.6614,0.200549,728,0.169884,1
1054,0.052293,0.175043,0.08209,536,0.047227,0
245,0.065293,0.438946,0.157895,133,0.114366,1
286,0.125429,0.825729,0.286765,136,0.203145,1
870,0.075008,0.004974,0.044393,428,0,0
466,0.013286,0.758196,0.220833,240,0.211976,1
1257,0.032502,0.751358,0.194222,623,0.172554,1
362,0.147904,0.9367,0.337017,181,0.238414,1
1221,0.013481,0.569875,0.154229,603,0.145242,1
489,0.097159,0.322297,0.097744,266,0.032971,1
444,0.031674,0.065628,0.043478,230,0.022363,0
797,0.06479,0.85987,0.248731,394,0.205538,1
1208,0.053553,0.545946,0.177966,590,0.142264,1
859,0.146577,0.310001,0.15222,473,0.054502,1
764,0.082691,0.850667,0.23399,406,0.178863,1
746,0.037487,0.705593,0.167568,370,0.142576,1
744,0.090536,0.089077,0.097297,370,0.03694,0
867,0.01071,0.647195,0.173719,449,0.16658,1
1685,0.138997,0.839045,0.25179,838,0.159125,1
1198,0.051636,0.254771,0.097844,603,0.06342,0
902,0.132506,0.218554,0.119403,469,0.031066,0
1524,0.121381,0.949329,0.31848,763,0.237559,1
1102,0.028018,0.712493,0.212014,566,0.193335,1
1904,0.144345,0.886824,0.292054,969,0.195824,1
1170,0.148752,0.359573,0.178451,594,0.079283,1
510,0.120794,0.919491,0.320463,259,0.239934,1
1170,0.067724,0.591239,0.165552,598,0.120402,1
1570,0.100882,0.558459,0.206226,771,0.138971,1
505,0.012098,0.261842,0.081395,258,0.07333,0
484,0.138168,0.024685,0.104418,249,0.012306,0
1239,0.033264,0.526897,0.108453,627,0.086277,1
1781,0.107506,0.980193,0.276423,861,0.204752,1
736,0.12023,0.392337,0.191549,355,0.111396,1
1063,0.145436,0.939347,0.308257,545,0.211299,1
1345,0.123571,0.066265,0.081481,675,0,0
1361,0.122706,0.224891,0.1261,682,0.044295,0
376,0.105808,0.283671,0.132979,188,0.06244,0
851,0.086497,0.369964,0.155502,418,0.097838,1
1989,0.006283,0.556138,0.148703,1002,0.144514,1
1789,0.145905,0.838268,0.283616,885,0.186346,1
1567,0.067346,0.57103,0.190051,784,0.145154,1
146,0.119518,0.124934,0.144737,76,0.065058,0
893,0.056593,0.034791,0.038375,443,0.000646,0
197,0.068409,0.694424,0.22093,86,0.175324,1
672,0.069353,0.715473,0.22619,336,0.179955,1
1744,0.148501,0.004884,0.10121,909,0.002209,0
837,0.031702,0.086737,0.044186,430,0.023051,0
420,0.075265,0.882838,0.313084,214,0.262908,1
1471,0.023204,0.588769,0.155148,709,0.139679,1
1542,0.074118,0.464185,0.169427,785,0.120015,1
1345,0.081895,0.091479,0.070809,692,0.016213,0
1637,0.020498,0.280838,0.081529,785,0.067864,0
1434,0.104738,0.71966,0.254571,711,0.184746,1
1306,0.124198,0.570096,0.182236,653,0.099437,1
1789,0.122404,0.543123,0.213571,899,0.131968,1
716,0.109383,0.795627,0.244624,372,0.171701,1
967,0.021133,0.729411,0.205761,486,0.191673,1
1170,0.09322,0.284718,0.116751,591,0.054605,0
1372,0.104754,0.923614,0.25744,672,0.187605,1
1005,0.113903,0.601969,0.208417,499,0.132481,1
939,0.10641,0.128974,0.099138,464,0.028198,0
414,0.09432,0.511643,0.156566,198,0.093685,1
1313,0.109161,0.423618,0.148438,640,0.075663,1
335,0.127849,0.805424,0.218182,165,0.132949,1
1002,0.085398,0.929716,0.276471,510,0.219539,1
877,0.021795,0.215357,0.060386,414,0.045857,0
1576,0.122394,0.723451,0.250329,759,0.168734,1
1005,0.099153,0.538758,0.184109,516,0.118007,1
109,0.102992,0.902128,0.283333,60,0.214672,1
1061,0.044131,0.074834,0.043561,528,0.01414,0
510,0.022449,0.708696,0.21371,248,0.198744,1
822,0.117108,0.968788,0.300493,406,0.22242,1
663,0.007413,0.576298,0.138138,333,0.133196,1
416,0.060352,0.306391,0.116751,197,0.076517,1
1897,0.076329,0.660602,0.190326,951,0.13944,1
582,0.002615,0.023204,0.003472,288,0.001729,0
1063,0.089551,0.553513,0.196691,544,0.136991,1
1674,0.017944,0.389909,0.111111,864,0.099148,1
792,0.036217,0.114718,0.044226,407,0.020081,0
1881,0.149035,0.910773,0.319302,974,0.219945,1
868,0.084041,0.476235,0.145882,425,0.089855,1
1899,0.145241,0.879612,0.309874,952,0.213047,1
958,0.073895,0.258043,0.083499,503,0.034236,0
127,0.120514,0.312978,0.185185,54,0.104843,1
1749,0.005699,0.985098,0.254237,885,0.250438,1
1742,0.043689,0.552816,0.176207,891,0.14708,1
1929,0.042484,0.375919,0.105477,986,0.077154,1
335,0.01047,0.750155,0.184524,168,0.177544,1
1704,0.142815,0.056807,0.116144,861,0.020934,0
749,0.075702,0.768478,0.243836,365,0.193368,1
1699,0.088946,0.150923,0.085181,857,0.025884,0
1931,0.078069,0.019609,0.052743,948,0.000696,0
478,0.037285,0.993891,0.27234,235,0.247484,1
805,0.138645,0.201544,0.106771,384,0.014341,0
610,0.100349,0.89846,0.271293,317,0.204394,1
679,0.01854,0.503528,0.10452,354,0.09216,1
1233,0.069268,0.164334,0.100787,635,0.054608,0
884,0.000221,0.521216,0.12967,455,0.129523,1
1347,0.101211,0.193957,0.130699,658,0.063225,0
1382,0.078538,0.075187,0.061728,729,0.00937,0
485,0.13563,0.306276,0.131687,243,0.041268,1
183,0.142101,0.484442,0.247312,93,0.152578,1
1518,0.014727,0.665485,0.150773,776,0.140955,1
445,0.013424,0.340513,0.109649,228,0.100699,1
480,0.134864,0.293244,0.122881,236,0.032972,0
1243,0.076815,0.443905,0.131579,608,0.080369,1
599,0.070452,0.447203,0.2,290,0.153032,1
460,0.085618,0.827408,0.221719,221,0.164641,1
683,0.06996,0.104501,0.079096,354,0.032456,0
1093,0.09214,0.08937,0.087566,571,0.026139,0
1708,0.14236,0.517915,0.24594,862,0.151033,1
1979,0.090897,0.58595,0.187187,999,0.126589,1
1491,0.04811,0.294837,0.105263,722,0.07319,0
1808,0.032008,0.214428,0.087623,913,0.066285,0
1108,0.144917,0.859905,0.270979,572,0.174367,1
876,0.08691,0.209809,0.108235,425,0.050295,0
1658,0.085,0.6478,0.19521,835,0.138543,1
674,0.005,0.706007,0.115502,329,0.112168,1
1645,0.137758,0.58281,0.193976,830,0.102137,1
1997,0.07044,0.399728,0.123876,1001,0.076916,1
841,0.149963,0.822725,0.283293,413,0.183318,1
1304,0.02518,0.436138,0.120611,655,0.103824,1
1585,0.048931,0.088609,0.062901,779,0.030281,0
1589,0.031511,0.007997,0.020645,775,0,0
492,0.05684,0.921034,0.261803,233,0.223909,1
1929,0.146495,0.826978,0.30793,971,0.210267,1
1056,0.062217,0.880843,0.237219,489,0.195741,1
179,0.124065,0.254685,0.106383,94,0.023673,0
324,0.11329,0.26675,0.175325,154,0.099798,0
1483,0.044692,0.593329,0.175393,764,0.145598,1
911,0.086986,0.896508,0.241758,455,0.183768,1
305,0.127756,0.890836,0.304054,148,0.218883,1
1089,0.091699,0.324951,0.13936,531,0.078227,1
1239,0.039739,0.866607,0.254072,614,0.227579,1
251,0.129476,0.387695,0.209677,124,0.12336,1
765,0.083425,0.179978,0.09973,371,0.044114,0
979,0.147001,0.153908,0.117271,469,0.01927,0
1583,0.098344,0.583247,0.222506,782,0.156944,1
1338,0.067328,0.074738,0.060842,641,0.015957,0
265,0.065386,0.561025,0.192857,140,0.149267,1
1267,0.132016,0.020897,0.077944,603,0,0
1815,0.147089,0.227441,0.146637,907,0.048578,0
203,0.061553,0.886395,0.28972,107,0.248684,1
1975,0.024453,0.904891,0.215805,987,0.199504,1
281,0.005966,0.689649,0.181102,127,0.177125,1
1283,0.048356,0.095092,0.0624,625,0.030163,0
767,0.051297,0.90994,0.283117,385,0.248919,1
1489,0.063879,0.261657,0.09591,709,0.053323,0
1701,0.021754,0.078181,0.020359,835,0.005857,0
1719,0.073899,0.348643,0.140625,832,0.091359,1
1753,0.141505,0.161575,0.138007,913,0.04367,0
1651,0.034874,0.705811,0.171913,826,0.148663,1
688,0.102714,0.325064,0.152047,342,0.083571,1
984,0.005697,0.597573,0.17161,472,0.167812,1
1466,0.096571,0.965611,0.29959,731,0.235209,1
420,0.140628,0.442157,0.209091,220,0.115339,1
1197,0.042352,0.31389,0.106136,603,0.077902,1
1107,0.122435,0.593473,0.247331,562,0.165707,1
1969,0.012367,0.611419,0.159204,1005,0.150959,1
194,0.053735,0.564436,0.191489,94,0.155666,1
279,0.001005,0.10336,0.013423,149,0.012753,0
157,0.053266,0.018662,0.031915,94,0,0
1141,0.046476,0.865027,0.21913,575,0.188146,1
1147,0.103913,0.192364,0.116319,576,0.047044,0
1226,0.044177,0.039327,0.029801,604,0.00035,0
560,0.123464,0.575171,0.207885,279,0.125576,1
684,0.043718,0.153942,0.04611,347,0.016964,0
892,0.033498,0.95857,0.258278,453,0.235946,1
189,0.074179,0.686264,0.142857,105,0.093404,1
1530,0.098469,0.996693,0.289708,787,0.224062,1
199,0.133309,0.817104,0.333333,114,0.244461,1
1367,0.122026,0.318837,0.146589,689,0.065238,1
962,0.078676,0.68646,0.241453,468,0.189003,1
1998,0.146744,0.428432,0.175649,1002,0.07782,1
1416,0.044477,0.236566,0.105118,723,0.075466,0
1003,0.149919,0.544753,0.224242,495,0.124296,1
1431,0.057778,0.935121,0.26264,712,0.224122,1
322,0.039361,0.008735,0.036364,165,0.010123,0
444,0.05742,0.922725,0.253394,221,0.215114,1
1048,0.087873,0.253796,0.098859,526,0.040278,0
1731,0.07109,0.085115,0.077013,857,0.029619,0
1658,0.007528,0.994227,0.247776,787,0.242758,1
816,0.053401,0.109085,0.057692,416,0.022092,0
639,0.073773,0.96848,0.27381,336,0.224628,1
1933,0.099494,0.601884,0.207921,1010,0.141591,1
1174,0.142958,0.855124,0.312715,582,0.21741,1
324,0.143386,0.634161,0.267442,172,0.171851,1
527,0.077105,0.034125,0.039683,252,0,0
1690,0.085364,0.759703,0.219688,833,0.162779,1
1807,0.104705,0.733802,0.232862,919,0.163058,1
1826,0.125299,0.171413,0.129207,921,0.045675,0
113,0.111784,0.089221,0.068966,58,0,0
1663,0.108077,0.380796,0.16078,821,0.088728,1
312,0.067091,0.024125,0.040816,147,0,0
1637,0.130342,0.002731,0.091364,799,0.004469,0
1775,0.099382,0.833371,0.25084,893,0.184585,1
786,0.02388,0.817478,0.234719,409,0.218799,1
468,0.089756,0.465381,0.13615,213,0.076313,1
1456,0.046584,0.452436,0.135246,732,0.10419,1
230,0.03046,0.373985,0.175926,108,0.155619,1
1201,0.097327,0.148268,0.095563,586,0.030678,0
730,0.096338,0.64457,0.213514,370,0.149289,1
906,0.143208,0.332106,0.178645,487,0.083173,1
1669,0.146433,0.292049,0.149466,843,0.051844,0
1987,0.061318,0.079293,0.065327,995,0.024448,0
864,0.026778,0.542545,0.12963,432,0.111778,1
652,0.021069,0.980137,0.229851,335,0.215805,1
1686,0.146139,0.920122,0.307692,845,0.210266,1
885,0.059383,0.1886,0.070905,409,0.031316,0
479,0.051417,0.464214,0.181102,254,0.146824,1
1816,0.093172,0.470454,0.174971,863,0.112856,1
1985,0.008597,0.367419,0.081511,1006,0.07578,1
649,0.097014,0.245585,0.113497,326,0.048821,0
400,0.131363,0.743572,0.262376,202,0.174801,1
390,0.10864,0.376752,0.15,200,0.077573,1
1237,0.062618,0.783851,0.222597,593,0.180852,1
689,0.017421,0.074629,0.025862,348,0.014248,0
1284,0.036186,0.896916,0.26087,667,0.236745,1
1543,0.039814,0.757642,0.215484,775,0.188941,1
110,0.057738,0.330607,0.15,60,0.111508,1
1734,0.020002,0.723752,0.158956,843,0.145621,1
155,0.086348,0.580501,0.181818,77,0.124253,1
317,0.054947,0.272335,0.109489,137,0.072858,0
1477,0.074456,0.353102,0.138852,749,0.089215,1
1281,0.04277,0.568807,0.161491,644,0.132977,1
1960,0.06808,0.502719,0.195652,966,0.150266,1
1178,0.106897,0.221409,0.107383,596,0.036118,0
892,0.013234,0.851085,0.232227,422,0.223405,1
1371,0.076514,0.941849,0.280228,703,0.229218,1
1548,0.092749,0.676285,0.227799,777,0.165966,1
1375,0.100151,0.606443,0.203193,689,0.136425,1
804,0.138419,0.720089,0.23,400,0.137721,1
1923,0.117168,0.222428,0.131113,961,0.053001,0
673,0.110849,0.275002,0.130699,329,0.0568,0
758,0.1302,0.020196,0.078086,397,0,0
628,0.137164,0.059004,0.085526,304,0,0
